algorithm,time,1,1,2,3,4,4,6,7,8,10
round_robin,1000,38.0166015625,37.4248046875,18.81689453125,12.437825520833334,9.344970703125,9.37060546875,6.24658203125,5.329659598214286,4.70263671875,3.76494140625
round_robin,1000,37.9208211143695,37.547409579667644,19.158357771261,12.42847833170414,9.411290322580646,9.420332355816226,6.306451612903225,5.330540427314621,4.738514173998045,3.8331378299120233
round_robin,1000,36.7080078125,37.2763671875,18.68017578125,12.283528645833334,9.185546875,9.28564453125,6.111002604166667,5.303431919642857,4.62060546875,3.687890625
round_robin,1000,37.4892578125,38.01953125,18.9140625,12.461588541666666,9.400634765625,9.443115234375,6.30419921875,5.385323660714286,4.7171630859375,3.83037109375
round_robin,1000,38.423529411764704,38.19705882352941,18.893627450980393,12.762091503267975,9.593872549019608,9.47671568627451,6.447549019607844,5.4298319327731095,4.731004901960785,3.8155882352941175
round_robin,1000,38.42843137254902,37.681372549019606,18.86813725490196,12.791503267973857,9.427696078431373,9.424264705882353,6.303267973856209,5.403081232492997,4.741666666666666,3.7478431372549017
round_robin,1000,37.37243401759531,37.70967741935484,18.809384164222873,12.656565656565656,9.500733137829911,9.333088954056697,6.350439882697947,5.415305124982544,4.73619257086999,3.753176930596285
round_robin,1000,38.111002921129504,37.16260954235638,18.65043816942551,12.528724440116845,9.232473222979552,9.421859785783836,6.267932489451478,5.31506468215329,4.645447906523856,3.716747809152872
round_robin,1000,37.515625,37.76953125,19.03564453125,12.725260416666666,9.41552734375,9.472412109375,6.297037760416667,5.311383928571429,4.702392578125,3.78896484375
round_robin,1000,37.52682926829268,37.46536585365854,19.017560975609754,12.621463414634148,9.24,9.480243902439025,6.271056910569105,5.37979094076655,4.757682926829268,3.7633170731707315
round_robin,1000,38.18323586744639,37.512670565302145,18.795321637426902,12.375243664717347,9.411549707602338,9.323099415204679,6.277777777777778,5.378585352269562,4.6267056530214425,3.7432748538011693
round_robin,1000,37.06164383561644,37.21037181996086,18.672700587084147,12.406718851924332,9.357387475538161,9.190557729941291,6.193248532289629,5.289488398098966,4.6215753424657535,3.724070450097847
round_robin,1000,38.459353574926546,38.33300685602351,19.16601371204701,12.644139732288606,9.4013222331048,9.55337904015671,6.27081292850147,5.4036658737932,4.784892262487757,3.821057786483839
round_robin,1000,38.636898920510305,38.39352306182532,18.98577036310108,12.869479882237487,9.633218842001963,9.512757605495583,6.319103696434413,5.453806252628628,4.733684985279686,3.8507360157016683
