algorithm,time,1,1
round_robin,1000,6.256038647342995,12.270531400966183
round_robin,1000,6.164222873900293,12.739002932551319
round_robin,1000,6.264446620959843,12.574926542605288
round_robin,1000,6.167311411992263,12.552224371373308
round_robin,1000,6.237093690248566,12.401529636711281
round_robin,1000,6.237585199610516,12.557935735150926
round_robin,1000,6.299220272904483,12.433723196881092
round_robin,1000,6.119533527696793,12.596695821185618
round_robin,1000,6.123181377303589,12.576139670223084
round_robin,1000,6.217054263565892,12.630813953488373
round_robin,1000,6.2315891472868215,12.323643410852712
round_robin,1000,6.282651072124756,12.419103313840155
round_robin,1000,6.294460641399417,12.507288629737609
round_robin,1000,6.257473481195757,12.313404050144648
round_robin,1000,6.1076624636275465,12.58486905916586
round_robin,1000,6.301923076923077,12.499038461538461
round_robin,1000,6.0520732883317265,12.639344262295081
round_robin,1000,6.23018147086915,12.344794651384909
round_robin,1000,6.373540856031128,12.653696498054474
round_robin,1000,6.292706333973128,12.179462571976968
round_robin,1000,6.190058479532164,12.58187134502924
round_robin,1000,6.351063829787234,12.506769825918763
round_robin,1000,6.149613899613899,12.35135135135135
round_robin,1000,6.373046875,12.4248046875
round_robin,1000,6.4440116845180135,12.475170399221032
round_robin,1000,6.232716650438169,12.732229795520935
round_robin,1000,6.167311411992263,12.423597678916828
round_robin,1000,6.343355965082444,12.485935984481086
round_robin,1000,6.324927255092144,12.39282250242483
round_robin,1000,6.150390625,12.5693359375
round_robin,1000,6.328793774319066,12.36284046692607
round_robin,1000,6.3876953125,12.4580078125
round_robin,1000,6.273704789833822,12.651026392961876
round_robin,1000,6.271760154738878,12.522243713733076
round_robin,1000,6.204633204633205,12.314671814671815
round_robin,1000,6.138461538461539,12.53173076923077
round_robin,1000,6.202651515151516,11.983901515151516
round_robin,1000,6.224708171206226,12.397859922178988
round_robin,1000,6.1806640625,12.3828125
round_robin,1000,6.31237721021611,12.705304518664047
round_robin,1000,6.380859375,12.650390625
round_robin,1000,6.257782101167315,12.549610894941635
round_robin,1000,6.141074856046065,12.293666026871401
round_robin,1000,6.001932367149759,12.596135265700482
round_robin,1000,6.528210116731517,12.315175097276265
round_robin,1000,5.97945205479452,12.574363992172211
round_robin,1000,6.4553398058252425,12.152427184466019
round_robin,1000,6.366114897760467,12.626095423563777
round_robin,1000,6.134241245136187,12.538910505836576
round_robin,1000,6.161413562559694,12.40974212034384
round_robin,1000,6.359803921568627,12.387254901960784
round_robin,1000,6.390625,12.7109375
round_robin,1000,6.305825242718447,12.537864077669903
round_robin,1000,6.088655862726406,12.237368922783604
round_robin,1000,6.3359223300970875,12.521359223300971
round_robin,1000,6.085354025218234,12.55286129970902
round_robin,1000,6.36592449177154,12.434656340755081
round_robin,1000,6.085412667946257,12.517274472168905
round_robin,1000,6.3310546875,12.416015625
round_robin,1000,6.501463414634146,12.479024390243902
round_robin,1000,6.414538310412573,12.607072691552062
round_robin,1000,6.158869395711501,12.503898635477583
round_robin,1000,6.40715667311412,12.196324951644101
round_robin,1000,6.379611650485437,12.26504854368932
round_robin,1000,6.158512720156556,12.539138943248533
round_robin,1000,6.216031280547409,12.619745845552297
round_robin,1000,5.9903474903474905,12.596525096525097
round_robin,1000,6.1474609375,12.697265625
round_robin,1000,6.40234375,12.4912109375
round_robin,1000,6.277614858260019,12.47702834799609
round_robin,1000,6.406370656370656,12.36100386100386
round_robin,1000,6.342439024390244,12.398048780487805
round_robin,1000,6.13649564375605,12.499515972894482
round_robin,1000,6.297665369649805,12.303501945525293
round_robin,1000,6.259187620889748,12.425531914893616
round_robin,1000,6.182711198428291,12.927308447937131
round_robin,1000,6.385214007782102,12.465953307392995
round_robin,1000,6.357558139534884,12.421511627906977
round_robin,1000,6.17578125,12.6318359375
round_robin,1000,6.239653512993263,12.324350336862368
round_robin,1000,6.2412109375,12.4423828125
round_robin,1000,6.249269717624148,12.476144109055502
round_robin,1000,6.180327868852459,12.427193828351012
round_robin,1000,6.31420233463035,12.503891050583658
round_robin,1000,6.175387596899225,12.708333333333334
round_robin,1000,6.369756097560976,12.45951219512195
round_robin,1000,6.367961165048544,12.52621359223301
round_robin,1000,6.305314009661836,12.107246376811593
round_robin,1000,6.097490347490347,12.702702702702704
round_robin,1000,6.264077669902913,12.41747572815534
round_robin,1000,6.131528046421663,12.634429400386848
round_robin,1000,6.330106485963214,12.459825750242013
round_robin,1000,6.39437984496124,12.2015503875969
round_robin,1000,6.27891156462585,12.32069970845481
round_robin,1000,6.344086021505376,12.473118279569892
round_robin,1000,6.404854368932039,12.405825242718446
round_robin,1000,6.2727272727272725,12.5357833655706
round_robin,1000,6.1508165225744476,12.51585014409222
round_robin,1000,6.181553398058252,12.64757281553398
round_robin,1000,6.08325266214908,12.619554695062924
round_robin,1000,6.236453201970443,12.860098522167487
round_robin,1000,6.13508260447036,12.646258503401361
round_robin,1000,6.30552861299709,12.381183317167798
round_robin,1000,6.51603498542274,12.30709426627794
round_robin,1000,6.183414634146342,12.595121951219513
round_robin,1000,6.2592233009708735,12.330097087378642
round_robin,1000,6.305825242718447,12.476699029126214
round_robin,1000,6.4019512195121955,12.398048780487805
round_robin,1000,6.348927875243665,12.608187134502923
round_robin,1000,6.398635477582846,12.612085769980506
round_robin,1000,6.185328185328185,12.53088803088803
round_robin,1000,6.194656488549619,12.251908396946565
round_robin,1000,6.2601547388781436,12.473887814313347
round_robin,1000,6.445853658536586,12.439024390243903
round_robin,1000,6.2657613967022305,12.670223084384093
round_robin,1000,6.148543689320388,12.575728155339807
round_robin,1000,6.2859884836852205,12.318618042226488
round_robin,1000,6.148854961832061,12.373091603053435
round_robin,1000,6.279883381924198,12.542274052478135
round_robin,1000,6.134099616858237,12.099616858237548
round_robin,1000,6.368627450980392,12.511764705882353
round_robin,1000,6.146718146718147,12.532818532818533
round_robin,1000,6.332057416267943,12.4066985645933
round_robin,1000,6.157129000969932,12.37439379243453
round_robin,1000,6.047342995169082,12.566183574879227
round_robin,1000,6.1553211888782355,12.474592521572387
round_robin,1000,6.1779497098646035,12.413926499032883
round_robin,1000,6.261165048543689,12.496116504854369
round_robin,1000,6.237769080234834,12.570450097847358
round_robin,1000,6.336893203883495,12.485436893203884
round_robin,1000,6.2181110029211295,12.720545277507302
round_robin,1000,5.9123314065510595,12.654142581888246
round_robin,1000,6.326848249027237,12.403696498054474
round_robin,1000,6.065384615384615,12.320192307692308
round_robin,1000,6.4289911851126345,12.55435847208619
round_robin,1000,6.141739980449658,12.728250244379277
round_robin,1000,6.1364522417154,12.705653021442496
round_robin,1000,6.39067055393586,12.142857142857142
round_robin,1000,6.45703125,12.3876953125
round_robin,1000,6.0946341463414635,12.661463414634147
round_robin,1000,6.287671232876712,12.550880626223092
round_robin,1000,6.195380173243503,12.465832531280077
round_robin,1000,6.259438528557599,12.416263310745402
round_robin,1000,6.369544131910766,12.366634335596508
round_robin,1000,6.392614188532556,12.475218658892128
round_robin,1000,6.06494746895893,12.40974212034384
round_robin,1000,6.336903602726387,12.249269717624149
round_robin,1000,6.093113482056256,12.751697381183318
round_robin,1000,6.151162790697675,12.532945736434108
round_robin,1000,6.24950884086444,12.447937131630649
round_robin,1000,6.2369439071566735,12.408123791102515
