algorithm,time,1,5
round_robin,100,19.923728813559322,4.161016949152542
round_robin,100,21.448275862068964,3.960344827586207
round_robin,100,23.108333333333334,4.298333333333334
round_robin,100,20.650406504065042,3.946341463414634
round_robin,100,20.727272727272727,4.287603305785124
round_robin,100,21.23728813559322,3.8898305084745766
round_robin,100,21.049180327868854,4.434426229508197
round_robin,100,19.798319327731093,3.8773109243697474
round_robin,100,22.235772357723576,4.265040650406504
round_robin,100,21.136752136752136,4.297435897435897
round_robin,100,20.655172413793103,4.367241379310345
round_robin,100,22.372881355932204,4.666101694915254
round_robin,100,22.469565217391306,4.252173913043478
round_robin,100,19.134453781512605,3.810084033613445
round_robin,100,22.401639344262296,4.332786885245902
round_robin,100,21.608333333333334,3.9983333333333335
round_robin,100,21.017391304347825,4.34608695652174
round_robin,100,21.434782608695652,4.267826086956521
round_robin,100,20.865546218487395,4.137815126050421
round_robin,100,22.805084745762713,4.384745762711864
round_robin,100,20.475,4.163333333333333
round_robin,100,21.283333333333335,4.0216666666666665
round_robin,100,21.45689655172414,4.229310344827587
round_robin,100,21.38135593220339,4.1745762711864405
round_robin,100,21.639344262295083,4.222950819672131
round_robin,100,20.741666666666667,4.283333333333333
round_robin,100,19.942622950819672,4.118032786885246
round_robin,100,21.823529411764707,4.401680672268908
round_robin,100,20.482758620689655,3.7741379310344825
round_robin,100,23.03448275862069,4.4655172413793105
round_robin,100,21.188034188034187,4.184615384615385
round_robin,100,20.702479338842974,4.1851239669421485
round_robin,100,20.483333333333334,4.131666666666667
round_robin,100,20.90909090909091,4.231404958677686
round_robin,100,21.352459016393443,4.139344262295082
round_robin,100,21.147540983606557,4.275409836065574
round_robin,100,21.923728813559322,4.233898305084746
round_robin,100,21.43220338983051,4.1745762711864405
round_robin,100,21.415254237288135,4.132203389830509
round_robin,100,21.83606557377049,4.416393442622951
round_robin,100,21.252173913043478,4.194782608695652
round_robin,100,20.57983193277311,4.087394957983193
round_robin,100,20.65546218487395,4.3310924369747905
round_robin,100,22.47107438016529,4.142148760330579
round_robin,100,20.25,3.8161290322580648
round_robin,100,21.196581196581196,4.454700854700855
round_robin,100,21.637096774193548,3.911290322580645
round_robin,100,20.89830508474576,4.3474576271186445
round_robin,100,20.496124031007753,4.134883720930232
round_robin,100,20.564102564102566,4.21025641025641
round_robin,100,21.775862068965516,4.546551724137931
round_robin,100,20.11864406779661,4.193220338983051
round_robin,100,21.495652173913044,4.532173913043478
round_robin,100,23.310344827586206,4.35
round_robin,100,23.63157894736842,4.431578947368421
round_robin,100,23.25862068965517,4.605172413793103
round_robin,100,22.051724137931036,4.537931034482758
round_robin,100,20.81512605042017,4.3462184873949585
round_robin,100,21.458333333333332,4.3533333333333335
round_robin,100,20.627118644067796,4.372881355932203
round_robin,100,21.785123966942148,4.147107438016529
round_robin,100,22.627118644067796,4.444067796610169
round_robin,100,20.166666666666668,4.382456140350877
round_robin,100,20.42241379310345,4.212068965517242
round_robin,100,21.537815126050422,4.189915966386555
round_robin,100,20.104347826086958,4.288695652173913
round_robin,100,22.21551724137931,4.493103448275862
round_robin,100,20.18103448275862,4.274137931034483
round_robin,100,21.52542372881356,4.2593220338983055
round_robin,100,19.508064516129032,4.088709677419355
round_robin,100,19.404580152671755,3.7587786259541986
round_robin,100,23.069565217391304,4.1634782608695655
round_robin,100,21.423728813559322,4.403389830508475
round_robin,100,21.13274336283186,4.223008849557522
round_robin,100,20.78448275862069,4.451724137931034
round_robin,100,22.425,4.423333333333334
round_robin,100,21.85217391304348,4.210434782608695
round_robin,100,20.073170731707318,3.982113821138211
round_robin,100,21.47826086956522,4.525217391304348
round_robin,100,22.51304347826087,4.464347826086956
round_robin,100,21.64957264957265,4.165811965811966
round_robin,100,22.32758620689655,4.198275862068966
round_robin,100,20.794871794871796,4.094017094017094
round_robin,100,19.77777777777778,4.044444444444444
round_robin,100,21.26271186440678,4.208474576271186
round_robin,100,22.747826086956522,4.36695652173913
round_robin,100,22.234782608695653,4.660869565217391
round_robin,100,20.458333333333332,4.288333333333333
round_robin,100,21.32758620689655,4.175862068965517
round_robin,100,21.387931034482758,4.287931034482758
round_robin,100,20.65546218487395,4.319327731092438
round_robin,100,20.2,4.016666666666667
round_robin,100,20.675,3.975
round_robin,100,22.310344827586206,4.018965517241379
round_robin,100,17.712,3.7808
round_robin,100,21.575,4.428333333333333
round_robin,100,20.860655737704917,4.2918032786885245
round_robin,100,21.689075630252102,4.568067226890756
round_robin,100,20.89075630252101,4.425210084033614
round_robin,100,20.295081967213115,4.463934426229509
round_robin,100,20.975,4.121666666666667
round_robin,100,21.620689655172413,4.441379310344828
round_robin,100,20.636363636363637,4.046280991735538
round_robin,100,21.356521739130436,4.593043478260869
round_robin,100,22.448275862068964,4.496551724137931
round_robin,100,21.083333333333332,4.3149999999999995
round_robin,100,23.367521367521366,4.779487179487179
round_robin,100,19.175,4.068333333333333
round_robin,100,21.18487394957983,4.384873949579832
round_robin,100,21.201680672268907,4.095798319327731
round_robin,100,20.747899159663866,4.2403361344537815
round_robin,100,23.155172413793103,4.525862068965518
round_robin,100,21.84297520661157,4.224793388429752
round_robin,100,21.283333333333335,4.411666666666667
round_robin,100,18.959016393442624,3.8622950819672135
round_robin,100,19.77777777777778,4.034920634920635
round_robin,100,23.130434782608695,4.546086956521739
round_robin,100,19.445378151260503,3.7630252100840336
round_robin,100,20.735042735042736,3.976068376068376
round_robin,100,19.64516129032258,4.02741935483871
round_robin,100,21.88034188034188,4.374358974358975
round_robin,100,19.49586776859504,4.120661157024793
round_robin,100,22.189655172413794,4.379310344827586
round_robin,100,23.713043478260868,4.426086956521739
round_robin,100,21.521008403361346,4.211764705882353
round_robin,100,19.315384615384616,3.9523076923076923
round_robin,100,22.16949152542373,4.5508474576271185
round_robin,100,22.225,4.288333333333333
round_robin,100,21.074380165289256,4.229752066115703
round_robin,100,18.9609375,3.9890625
round_robin,100,21.214285714285715,4.165079365079365
round_robin,100,22.53846153846154,4.4512820512820515
round_robin,100,19.766666666666666,4.375
round_robin,100,19.33884297520661,4.052892561983471
round_robin,100,20.833333333333332,4.24
round_robin,100,21.45689655172414,4.187931034482759
round_robin,100,21.483050847457626,4.342372881355932
round_robin,100,22.370689655172413,4.25
round_robin,100,19.508333333333333,4.165
round_robin,100,20.275,4.11
round_robin,100,19.57983193277311,4.13109243697479
round_robin,100,20.418803418803417,4.035897435897436
round_robin,100,19.75,4.263793103448276
round_robin,100,22.897435897435898,4.598290598290598
round_robin,100,21.29310344827586,4.153448275862069
round_robin,100,21.412280701754387,4.350877192982456
round_robin,100,19.50793650793651,4.033333333333333
round_robin,100,21.767241379310345,4.5103448275862075
round_robin,100,22.833333333333332,4.533333333333333
round_robin,100,22.025210084033613,4.4
round_robin,100,20.29268292682927,4.268292682926829
round_robin,100,21.906779661016948,4.244067796610169
